smiles,predict_density,predict_DetoD,predict_DetoP,predict_DetoQ,predict_DetoT,predict_DetoV,predict_HOF_S,predict_BDE,SA_calculated
O=c1nc([N+](=O)[O-])cc2[nH]nc([N+](=O)[O-])n12,1.8213341,7.5506773,25.952772,4.6564016,2.7338574,590.6009,11.185153,248.60599,3.6592336274055777
O=[N+]([O-])c1c([N+](=O)[O-])c2c([N+](=O)[O-])nnn2c2n[nH]nc12,1.9091803,8.362713,32.74933,5.9367023,3.4758165,584.87646,533.7332,229.35417,3.6412784382459336
Nn1nc([N+](=O)[O-])c2c(=N[N+](=O)[O-])[nH]c([N+](=O)[O-])nc21,1.9025202,8.451893,33.373367,5.5417247,3.5932999,650.496,319.6063,189.08948,4.204330889731059
O=c1c2c([N+](=O)[O-])ncc([N+](=O)[O-])c2nc2n([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,1.91406,8.214503,31.76155,5.601234,3.141512,557.81775,87.33023,137.46574,3.9023274721285137
Nc1n[nH]c2c([N+](=O)[O-])c3nnnn3c([N+](=O)[O-])c12,1.8605583,7.794096,28.093056,5.1035185,3.1115606,612.1521,461.4708,285.25183,3.5124746831694864
O=c1[nH]nc([N+](=O)[O-])c2c([N+](=O)[O-])c(O)[nH]c12,1.8886685,7.4861727,26.139189,4.284314,2.4632697,578.45776,-205.74321,251.53496,3.4458388895328644
Nn1c(=O)nc([N+](=O)[O-])c2nc3nc4c(c([N+](=O)[O-])nn4[N+](=O)[O-])c([N+](=O)[O-])c3nc21,1.9019765,7.953693,29.767023,5.150291,2.947233,572.82263,319.40454,149.66002,4.147528356058375
O=c1[nH]c(=O)c2nnc([N+](=O)[O-])c([N+](=O)[O-])c2[nH]1,1.8792226,7.428711,25.615906,4.154931,2.3630717,572.4613,-161.15778,221.99747,3.2229490798380693
Nc1nc2c([N+](=O)[O-])n3c([N+](=O)[O-])cc([N+](=O)[O-])c3c([N+](=O)[O-])c2c(=O)n1[N+](=O)[O-],1.8886764,7.992575,29.824203,5.319694,3.0283976,568.81683,-3.55676,175.98996,3.9413142694245806
O=c1nc2c(nc([N+](=O)[O-])c3[nH]cc([N+](=O)[O-])c32)c2nc([N+](=O)[O-])[nH]n12,1.8598849,7.1957273,24.028915,4.282379,2.3194246,544.3158,75.72246,268.5977,3.9116314396261735
O=c1c2cn[nH]c2nc([N+](=O)[O-])n1[N+](=O)[O-],1.8232535,7.686809,27.067144,4.9677944,2.9348426,592.1592,92.82391,133.11697,3.5150533054019997
O=c1[nH]nc([N+](=O)[O-])c2nc([N+](=O)[O-])cn12,1.8603501,7.7064514,27.38333,4.735559,2.795697,592.98016,58.791798,258.46924,3.295530586260676
O=c1[nH]c2c([N+](=O)[O-])nc([N+](=O)[O-])nc2n1N[N+](=O)[O-],1.911596,8.27185,32.095375,5.110851,3.1714983,622.56085,27.461382,140.19408,3.811337856349347
O=c1[nH]nc([N+](=O)[O-])c2nc([N+](=O)[O-])c3nnn([N+](=O)[O-])c3c12,1.8987268,8.093051,30.749603,5.4299,3.1255825,575.1634,319.2282,120.64906,3.8936410136686224
O=c1c2nc3c(cc([N+](=O)[O-])n3[N+](=O)[O-])c(=O)n2c([N+](=O)[O-])nn1[N+](=O)[O-],1.9139106,8.170052,31.30787,5.3857236,3.0600224,567.6463,25.698092,136.7009,4.026613285781683
O=[N+]([O-])c1[nH]c2nnnc([N+](=O)[O-])c2c1[N+](=O)[O-],1.8857358,8.396236,32.777145,5.960365,3.5450172,594.31604,330.42715,241.93597,3.7195413875303753
O=c1c([N+](=O)[O-])c([N+](=O)[O-])[nH]n2nc([N+](=O)[O-])c([N+](=O)[O-])c12,1.9289708,8.592441,34.702168,6.025815,3.5201542,582.151,102.117096,230.75046,3.7302051385632744
Nc1c([N+](=O)[O-])[nH]n2c(=O)c([N+](=O)[O-])nnc12,1.8795899,7.9312,29.333406,4.9445524,3.0551336,620.3133,136.20337,253.58112,3.663205043379018
O=c1[nH]c2onnc2c([N+](=O)[O-])c1[N+](=O)[O-],1.9111745,8.074235,30.415388,5.2498055,2.971581,566.94293,5.9973626,227.89517,3.607378171233841
O=[N+]([O-])c1nc2c([N+](=O)[O-])c([N+](=O)[O-])nn2c([N+](=O)[O-])c1O,1.9360275,8.5706625,34.602913,5.8561153,3.4235575,582.91797,50.723103,239.65175,3.6173954219640843
O=c1nc([N+](=O)[O-])[nH]c2c([N+](=O)[O-])onc12,1.8708099,7.9339595,29.099403,5.206667,2.945151,566.8803,-3.40817,265.77875,3.628147402003073
O=c1c2c(nnn2[N+](=O)[O-])c([N+](=O)[O-])nn1[N+](=O)[O-],1.9596423,8.996701,38.322495,6.299106,3.8732069,613.34796,315.02505,133.79018,4.047775405062978
O=c1oc2c([N+](=O)[O-])noc2c2c([N+](=O)[O-])nn([N+](=O)[O-])c12,1.9213307,8.240044,31.901342,5.680575,3.0989568,540.7308,-18.13165,144.79784,3.931822183783888
O=[N+]([O-])c1cc2nc3c([N+](=O)[O-])n([N+](=O)[O-])c([N+](=O)[O-])c3nc2[nH]1,1.854055,7.922028,28.977566,5.5515275,3.114985,561.08167,240.05573,142.08629,3.965643380913095
O=[N+]([O-])c1cc2[nH]nc([N+](=O)[O-])c2nc1[N+](=O)[O-],1.8289579,7.844378,28.182964,5.520979,3.14827,570.3797,188.20383,227.9968,3.293616387530376
NN=c1c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],1.9718708,8.998629,38.464684,5.9829273,3.8387232,641.9614,226.02893,128.1364,4.392800297786545
N=c1c2c([N+](=O)[O-])n[nH]c(=O)c2nc([N+](=O)[O-])n1[N+](=O)[O-],1.9074758,8.1504135,31.154903,5.2116055,3.127516,601.476,117.1355,131.52493,3.838097606446155
O=c1[nH]c2nc3c(c([N+](=O)[O-])c([N+](=O)[O-])n3[N+](=O)[O-])c([N+](=O)[O-])c2[nH]1,1.9205887,8.02547,30.310902,5.0420785,2.8824782,572.9836,-29.741255,156.82614,3.7448393480647546
O=[N+]([O-])c1nn([N+](=O)[O-])c2nc3cnn([N+](=O)[O-])c3c([N+](=O)[O-])c12,1.8847829,8.363374,32.531967,6.1226916,3.5404751,576.0955,438.26053,125.8996,4.00549001552848
O=c1[nH]c([N+](=O)[O-])nc2cc([N+](=O)[O-])n3nnc([N+](=O)[O-])c3c12,1.8533596,7.546355,26.2268,4.847544,2.6805623,554.5972,117.68057,246.2066,3.726042254363411
O=c1c2c(cnn2[N+](=O)[O-])n2nc([N+](=O)[O-])c([N+](=O)[O-])c2n1[N+](=O)[O-],1.902447,8.425653,33.13564,5.9185214,3.4566865,582.0555,262.50415,131.27757,4.0715477396731465
O=c1c2cc([N+](=O)[O-])c3nnn([N+](=O)[O-])c3c2[nH]c2oc([N+](=O)[O-])c([N+](=O)[O-])c12,1.8734046,7.6496983,27.249681,5.173566,2.7348273,527.6416,29.048021,150.08737,3.946815809095191
O=c1[nH]c2c(cc([N+](=O)[O-])n2[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],1.8834059,7.9701595,29.450829,4.9023557,2.956747,605.56573,-185.34355,146.07869,3.932639144907693
O=[N+]([O-])Nc1c([N+](=O)[O-])c([N+](=O)[O-])nc2[nH]nc([N+](=O)[O-])c12,1.8969334,8.479987,33.622807,5.869995,3.5778024,608.99243,235.25089,126.51628,3.6481968319878177
O=c1[nH]nc([N+](=O)[O-])c2c([N+](=O)[O-])ncnc12,1.8162032,7.3798523,24.882685,4.741155,2.6606345,563.4812,109.27591,222.89049,3.2272297925428965
O=c1[nH]c([N+](=O)[O-])nc2c([N+](=O)[O-])c([N+](=O)[O-])nnc12,1.9038001,8.060812,30.404581,5.2237773,2.9847348,571.87775,98.33353,215.72366,3.5372832845060964
O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]nc([N+](=O)[O-])c2n1,1.8386443,7.83286,28.165995,5.4356894,3.0980914,569.8664,171.18954,265.24536,3.327741387530377
O=c1[nH]c2nc3c(=O)n([N+](=O)[O-])c([N+](=O)[O-])nc3c([N+](=O)[O-])c2[nH]1,1.9052618,7.6634994,27.656008,4.4799776,2.5309732,566.8402,-109.404396,146.22835,3.792862852066941
O=c1c2c([N+](=O)[O-])c([N+](=O)[O-])[nH]c2c([N+](=O)[O-])c2n([N+](=O)[O-])ncn12,1.9016094,8.069105,30.469622,5.3699474,3.0583868,568.98096,57.02164,131.13512,4.025920466945873
O=[N+]([O-])c1ccnc2c1oc1c([N+](=O)[O-])c3c(nc([N+](=O)[O-])c4c3nnn4[N+](=O)[O-])c(O)c12,1.8208475,7.1788144,23.71263,4.8871965,2.4807096,507.01547,76.9724,135.78659,4.016221045398121
O=C([N+](=O)[O-])[N+](=O)c1nc2nnc3c4nc5[nH]c([N+](=O)[O-])c([N+](=O)[O-])c5cc4nnc3c2[nH]1,1.8014015,7.134276,23.177969,4.613977,2.4596786,535.1569,374.58932,241.898,4.334795736860505
O=C1c2cc3c([N+](=O)[O-])nc4n[nH]c([N+](=O)[O-])c4c3nc2C(=O)N1[N+](=O)[O-],1.844077,7.1658053,23.866812,4.505433,2.322808,515.88586,25.265688,159.42322,3.8767508301204243
O=[N+]([O-])N=c1[nH]cnc2c1c([N+](=O)[O-])nn2[N+](=O)[O-],1.890747,8.387991,32.78503,5.7383027,3.5461285,619.1033,327.67398,139.36343,4.19784441863764
O=c1c2nc3c(nc2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-])c([N+](=O)[O-])nn1c([N+](=O)[O-])cnc31,1.9068797,7.954029,29.857086,5.1734962,2.8816292,555.39264,188.16959,140.02278,4.073851803695075
O=[N+]([O-])c1nc2c3c([N+](=O)[O-])c[nH]c3nc([N+](=O)[O-])n2n1,1.8466783,7.679119,27.176449,5.0539594,2.8794396,571.0658,258.2574,247.16357,3.603728640675084
O=[N+]([O-])c1[nH]nc2nnc3c(nc([N+](=O)[O-])n3[N+](=O)[O-])c12,1.9072019,8.338814,32.787144,5.848295,3.4551468,588.7531,520.2562,132.83351,3.94925333703136
O=[N+]([O-])Nc1ncnc2c([N+](=O)[O-])nc3n[nH]c([N+](=O)[O-])c3c12,1.817419,7.5485406,26.209927,5.0435286,2.9166212,578.7497,355.22263,133.0183,3.7720694433035034
O=c1c2[nH]c([N+](=O)[O-])nc2c([N+](=O)[O-])c([N+](=O)[O-])n1[N+](=O)[O-],1.9457331,8.541321,34.549404,5.6889067,3.3447847,585.85516,-2.603864,140.86385,3.7431087822879716
O=c1[nH]c(=O)c2nc([N+](=O)[O-])oc2[nH]1,1.8344389,6.741415,20.816927,3.0953383,1.7332597,566.30865,-423.19534,277.93716,3.663346172736672
O=c1[nH]c(=O)c2c(nc([N+](=O)[O-])c3cnn([N+](=O)[O-])c32)[nH]1,1.8216034,6.9718843,22.29111,3.895256,2.167815,560.98016,-133.55692,140.95618,3.587807992901805
O=[N+]([O-])c1c(O)c([N+](=O)[O-])c2nonc2c1[N+](=O)[O-],1.9266685,8.465235,33.6639,6.1711793,3.4395018,554.2252,86.2081,224.31221,3.1516163281399017
O=c1c2c([N+](=O)[O-])c3nnnn3c([N+](=O)[O-])c2c(C=N[N+](=O)[O-])nn1[N+](=O)[O-],1.8931916,8.332038,32.374645,5.906345,3.4410627,581.06903,464.7946,154.68059,4.23868385235497
O=[N+]([O-])c1n[nH]c2c1nc([N+](=O)[O-])n1nnnc21,1.8784752,8.118997,30.704342,5.5342417,3.323341,601.063,564.3272,249.14664,3.6762905029149913
O=c1n([N+](=O)[O-])c2nc3n([N+](=O)[O-])c([N+](=O)[O-])cn3c(=O)c2n1[N+](=O)[O-],1.949181,8.406575,33.49484,5.4213424,3.1732016,584.72516,-6.0760474,129.48112,4.28061727226909
NN=c1[nH]c([N+](=O)[O-])nc2c(=O)[nH]c([N+](=O)[O-])nc12,1.8421693,7.407269,25.296698,4.174227,2.566188,618.12854,36.803043,266.7914,4.036381975198725
O=c1[nH]c2c([N+](=O)[O-])[nH]c(=O)c([N+](=O)[O-])c2[nH]1,1.9222494,7.298424,25.072767,3.6573777,2.1036024,580.82043,-363.45248,279.027,3.3928881203020946
O=[N+]([O-])c1ncc2c([N+](=O)[O-])[nH]c([N+](=O)[O-])c2n1,1.8565091,7.819038,28.276024,5.2993,3.014516,569.53235,134.61816,261.34415,3.8036740798380677
Nn1c(=O)c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=O)c2n([N+](=O)[O-])c1=O,1.9377451,8.30337,32.557972,5.0789995,3.0855045,608.3972,-150.59676,129.95837,3.931985926819988
O=c1nc([N+](=O)[O-])c([N+](=O)[O-])c2[nH]cnn12,1.8434347,7.6356096,26.770067,4.7018657,2.7631075,590.9061,41.801334,244.22798,3.695735952986972
Nc1nc2c(=O)[nH]c(=O)nc-2n([N+](=O)[O-])n1,1.8173544,6.9943457,22.495209,3.4384217,2.1289392,623.4914,-120.040115,144.33063,3.4485692266900134
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c([N+](=O)[O-])c2nc3c(c([N+](=O)[O-])nn3[N+](=O)[O-])c([N+](=O)[O-])c12,1.8992033,8.382002,32.84839,6.0608406,3.4475963,565.97815,369.0317,145.46376,4.336339188634193
O=[N+]([O-])c1cc2c3c([N+](=O)[O-])c4c5cnn([N+](=O)[O-])c5n([N+](=O)[O-])c4c([N+](=O)[O-])c3nc([N+](=O)[O-])n2n1,1.8596766,7.921592,29.061354,5.7592373,3.142409,543.716,386.7288,138.41325,4.378657084479836
O=c1[nH]cc2nc3c(c(O)c2c1C=N[N+](=O)[O-])c(=O)n([N+](=O)[O-])c(=O)n3[N+](=O)[O-],1.847589,7.212409,24.111584,4.2207084,2.3154316,550.435,-350.1701,147.92328,4.314967818624124
O=c1[nH]nc([N+](=O)[O-])c2c([N+](=O)[O-])onc12,1.8739357,8.069271,30.138462,5.556614,3.150061,567.07263,79.615616,238.27034,3.4399588510191723
O=[N+]([O-])N=c1[nH]c([N+](=O)[O-])nc2[nH]c([N+](=O)[O-])c([N+](=O)[O-])c12,1.9189322,8.405092,33.118313,5.5157776,3.3522828,607.9448,138.47601,202.68378,4.064923091934768
O=c1[nH]c2nnc3cc([N+](=O)[O-])nn3c2c(=O)n1[N+](=O)[O-],1.8558446,7.527125,26.249134,4.57524,2.6299021,576.8162,105.96039,163.39305,3.6941391669908743
Nn1c(=O)n([N+](=O)[O-])c(=O)c2c([N+](=O)[O-])c[nH]c21,1.865395,7.5980554,26.871054,4.453492,2.711704,611.00793,-166.44843,161.16234,3.786293658397806
Nc1nc2nc([N+](=O)[O-])c([N+](=O)[O-])n2c(=O)[nH]1,1.8264496,7.3973727,24.971651,4.038181,2.5051284,624.96564,-82.0366,256.27783,3.444401966455941
O=[N+]([O-])c1c([N+](=O)[O-])n2nnnc2c2nn[nH]c12,1.8614285,8.144594,30.684958,5.759132,3.4499967,599.4893,628.6028,236.78207,3.658417887530377
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nc2nc(=O)[nH]c([N+](=O)[O-])c12,1.8798785,7.5981193,26.828175,4.507932,2.6049676,580.9996,-92.95889,231.23116,3.618809774278322
O=c1[nH]c2nc([N+](=O)[O-])c([N+](=O)[O-])nc2[nH]1,1.8625724,7.470777,25.809717,4.167786,2.446751,591.10583,-78.83554,228.2196,3.43315169538411
Nn1nnc2c([N+](=O)[O-])c3c(c([N+](=O)[O-])c([N+](=O)[O-])c4nnn([N+](=O)[O-])c43)c([N+](=O)[O-])c21,1.8922485,8.289356,32.152824,5.9965215,3.473313,576.9479,528.36597,126.04013,4.1404469912647155
O=c1c2c(O)[nH][nH]c-2nc2[nH]nc([N+](=O)[O-])c12,1.7948228,6.5779696,19.691006,3.4312193,1.9439131,570.1805,-106.683044,280.0228,3.740141540924025
O=c1[nH]c(=O)n([N+](=O)[O-])c2c1cnn2[N+](=O)[O-],1.8777335,7.7713056,27.989128,4.589308,2.7422442,600.6942,-122.20835,137.24341,3.7800111972251704
Nc1c([N+](=O)[O-])c2c(c([N+](=O)[O-])nn2[N+](=O)[O-])c2nnn([N+](=O)[O-])c12,1.9173359,8.470095,33.708115,5.934299,3.5630229,599.9882,421.95383,132.52727,4.151796690722097
O=c1n2nnnc2nc2c3c([N+](=O)[O-])c([N+](=O)[O-])oc3nc([N+](=O)[O-])n12,1.8972402,7.918267,29.247868,5.07682,2.8286252,556.80756,247.60559,231.52406,3.870094928250226
Nn1c([N+](=O)[O-])nc2[nH]c([N+](=O)[O-])c([N+](=O)[O-])c2c1=O,1.8950735,8.0363455,30.100733,5.0403934,3.0418897,606.0662,-15.544736,249.39857,3.650449819060076
O=[N+]([O-])c1nn2c([N+](=O)[O-])c([N+](=O)[O-])oc2c1[N+](=O)[O-],1.9534086,8.972494,38.046024,6.5219493,3.8182814,581.3818,129.81604,239.33354,3.7230409433204317
O=c1[nH]nnc2c([N+](=O)[O-])c([N+](=O)[O-])n3nnnc3c12,1.8873664,7.959201,29.504145,5.2590594,3.0508244,582.2504,441.116,227.2429,3.6367851660208084
O=c1[nH]c([N+](=O)[O-])nc2nc([N+](=O)[O-])ncc12,1.8314068,7.180966,23.69837,4.151429,2.3294291,564.1042,-35.572887,249.1779,3.4807016988974118
Nc1c([N+](=O)[O-])[nH]c(=O)c2nn([N+](=O)[O-])c(N)c12,1.852537,7.4453373,25.68688,4.228651,2.6522863,632.12994,-37.074505,183.01808,3.8974959497235027
O=c1[nH]c([N+](=O)[O-])nc2c([N+](=O)[O-])n[nH]c12,1.8797194,7.6534147,27.220861,4.452996,2.630468,593.6851,-15.643735,275.36896,3.5495205683715882
O=[N+]([O-])c1nc2[nH]cc([N+](=O)[O-])c2nc1[N+](=O)[O-],1.8309947,7.7699265,27.687101,5.305953,3.019835,569.29987,137.21326,224.70178,3.432726964453453
O=[N+]([O-])c1nc2n[nH]c([N+](=O)[O-])c2c2ncnc(O)c12,1.7916944,6.9160876,21.72935,4.225052,2.3004255,547.11273,80.887985,249.79161,3.6919935576292
Nc1nc2n[nH]c([N+](=O)[O-])c2c2nc([N+](=O)[O-])oc12,1.8156654,7.20069,23.672998,4.3633637,2.4840171,571.5592,86.48276,282.4477,3.9233832630511447
O=c1[nH]c2cc([N+](=O)[O-])c3nnnn3c2c(=O)n1[N+](=O)[O-],1.8862997,7.6165905,27.08837,4.6050415,2.6363256,574.88245,101.461426,166.66672,3.5426500981649625
NN=c1c2[nH]c(=O)n([N+](=O)[O-])c2[nH]c(=O)n1[N+](=O)[O-],1.9450167,8.027633,30.632324,4.331859,2.8136938,653.5593,-116.94651,153.47044,4.253820020447595
O=[N+]([O-])c1nn([N+](=O)[O-])c2nc3nonc3c([N+](=O)[O-])c12,1.924989,8.613165,34.996716,6.406252,3.6731443,571.02386,531.8049,126.627655,3.8423075880435054
O=c1nc([N+](=O)[O-])nc2c([N+](=O)[O-])c[nH]n12,1.8497645,7.611852,26.646666,4.6153517,2.7181902,591.164,17.254656,276.34238,3.466929870697168
O=[N+]([O-])C1=CNc2nc([N+](=O)[O-])n([N+](=O)[O-])c2N1[N+](=O)[O-],1.8909355,8.704686,35.297928,6.2038474,3.8763504,624.4368,239.94775,127.12579,4.347457326725876
Nc1nc([N+](=O)[O-])nc2c(=O)n([N+](=O)[O-])nc([N+](=O)[O-])c12,1.8994303,8.116114,30.94561,5.163564,3.104621,601.7966,99.16016,154.239,3.733926697355246
O=[N+]([O-])c1nc([N+](=O)[O-])c2ncc3c([N+](=O)[O-])c4nonc4nc3c2n1,1.8388752,7.499074,25.961555,5.3880334,2.791679,515.46545,490.78885,233.1724,3.676071797155968
Nc1oc2nc3c(=O)n([N+](=O)[O-])c(=O)n([N+](=O)[O-])c3nc2c1[N+](=O)[O-],1.9180274,7.8849716,29.390932,4.7512383,2.7171133,572.61896,-150.96454,138.81203,4.025458928484333
O=[N+]([O-])c1oc2c(nc([N+](=O)[O-])n3nnnc23)c1[N+](=O)[O-],1.9144063,8.3868685,32.981613,5.962725,3.380991,564.6203,386.9744,240.81303,3.7322889645617243
O=[N+]([O-])c1nc2c(c([N+](=O)[O-])cn2[N+](=O)[O-])c2c1nnn2[N+](=O)[O-],1.9015236,8.392938,32.994534,6.0586367,3.5117066,577.02155,430.01913,116.16319,4.100431361682325
O=C1N([N+](=O)[O-])c2nc(=O)c(N[N+](=O)[O-])c([N+](=O)[O-])n21,1.9433361,8.422906,33.545986,5.238313,3.1758366,606.2168,-100.92372,127.23837,3.9043829551547518
O=[N+]([O-])c1cnc2c3nc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c3c3nc([N+](=O)[O-])nn3c2n1,1.8804793,7.8622684,28.874067,5.4209857,2.9297664,539.428,383.73337,211.26976,3.8153726547394076
O=c1[nH]c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2[nH]1,1.8686059,7.4562206,25.753658,4.0795655,2.4040017,594.018,-109.768326,259.93036,3.393300532593413
O=[N+]([O-])c1cc2c(nc1[N+](=O)[O-])[nH]c1c([N+](=O)[O-])nnc([N+](=O)[O-])c12,1.8511652,7.719944,27.51181,5.384637,2.9295,542.9983,245.6307,223.9141,3.5961844164292254
O=[N+]([O-])c1[nH]nc2nc3c(nnc4c3cc([N+](=O)[O-])n4[N+](=O)[O-])c([N+](=O)[O-])c12,1.8601778,7.8256903,28.464302,5.576201,3.0726128,549.7137,478.05423,137.82095,3.95591058109991
O=c1nc([N+](=O)[O-])[nH]c2cn([N+](=O)[O-])nc12,1.8455896,7.717589,27.488567,4.8689184,2.8908954,596.1253,65.46579,147.62387,3.863712339391266
O=[N+]([O-])N=c1[nH]c([N+](=O)[O-])nc2c([N+](=O)[O-])c([N+](=O)[O-])oc12,1.9340122,8.584155,34.70257,5.884442,3.462987,585.9997,77.72398,195.53499,4.069227335966598
O=c1[nH]c([N+](=O)[O-])nc2c1nc([N+](=O)[O-])c1c2nnn1[N+](=O)[O-],1.8975986,7.9588566,29.69818,5.111191,2.9282708,573.61554,236.07889,123.49602,3.955794611683511
O=[N+]([O-])N=c1[nH]cnc2nc([N+](=O)[O-])c([N+](=O)[O-])nc12,1.8509955,7.9233813,28.966171,5.292632,3.1332357,591.9298,289.75394,194.07948,3.903013231288874
O=c1c2cc([N+](=O)[O-])n([N+](=O)[O-])c2nc2n([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,1.9185673,8.405065,33.083035,5.7767386,3.3135161,572.59607,75.741776,131.55432,4.04243114845613
O=[N+]([O-])c1nc2n[nH]c([N+](=O)[O-])c2c2nn[nH]c12,1.8276601,7.558524,26.213013,4.961503,2.8878837,583.6843,395.86722,278.0047,3.9008945029149924
O=[N+]([O-])c1cc2nc([N+](=O)[O-])c([N+](=O)[O-])n2[nH]1,1.8265214,8.125901,30.097427,5.8490357,3.4912112,597.4677,192.83405,253.18684,3.707488120302095
N=c1[nH]c([N+](=O)[O-])nc2c1c(=N)[nH]n2[N+](=O)[O-],1.8453306,7.649279,27.166645,4.496997,2.911438,652.0229,149.19055,156.33002,4.580066581840556
O=[N+]([O-])c1cn2c([N+](=O)[O-])c([N+](=O)[O-])c3c([N+](=O)[O-])n[nH]c3c2n1,1.8674742,7.9484835,29.263344,5.539445,3.112859,560.866,233.92877,224.98216,3.7200450636054034
O=c1c2c(nc([N+](=O)[O-])n1C=N[N+](=O)[O-])c1cc([N+](=O)[O-])c([N+](=O)[O-])nc1n2[N+](=O)[O-],1.8772058,7.995097,29.73833,5.4464417,3.0648892,562.3404,138.32333,147.62709,4.226144604165251
O=c1[nH]oc2oc([N+](=O)[O-])c([N+](=O)[O-])c12,1.8945329,8.037587,30.058504,5.356239,2.948956,550.07306,-207.05498,251.76643,3.8249750418808404
O=[N+]([O-])c1nc2c3c([N+](=O)[O-])c([N+](=O)[O-])n([N+](=O)[O-])c3cc([N+](=O)[O-])n2c1[N+](=O)[O-],1.9112086,8.477927,33.643005,6.1797924,3.5018213,562.55054,195.08063,142.98059,3.999634979483753
O=[N+]([O-])c1ncc2c([N+](=O)[O-])c([N+](=O)[O-])[nH]c2n1,1.8468342,7.7821755,27.893303,5.2161937,2.9797108,572.2985,114.78952,256.6432,3.5916577336842215
O=c1c2[nH]cc([N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],1.8851283,7.9872622,29.81607,5.227387,3.0247524,577.98035,-4.3726172,133.3709,3.610846174293748
O=c1[nH]c2nc([N+](=O)[O-])ncc2c(=N[N+](=O)[O-])n1[N+](=O)[O-],1.9028664,8.062748,30.423588,5.008558,3.0182602,603.8506,68.248535,133.38321,3.999291697355247
O=[N+]([O-])c1nn([N+](=O)[O-])c2c([N+](=O)[O-])nc3cnoc3c12,1.8398931,8.01061,29.544933,6.0227695,3.331218,549.8013,351.77365,120.05362,3.988797466586015
O=[N+]([O-])c1oc2c([N+](=O)[O-])c3c([N+](=O)[O-])nn([N+](=O)[O-])c3cc2c1[N+](=O)[O-],1.8899522,8.258772,31.77072,6.102991,3.33351,541.89594,102.418396,141.43991,3.9284538058250202
O=c1c2nc([N+](=O)[O-])nn2c([N+](=O)[O-])cn1[N+](=O)[O-],1.9118176,8.435299,33.430107,5.682277,3.3999784,596.9778,136.1774,150.57472,3.7921006358322096
O=c1[nH]cnn2c([N+](=O)[O-])c([N+](=O)[O-])nc12,1.8357317,7.6616898,26.881823,4.8191924,2.8272972,589.59796,75.53366,257.8385,3.599247580893949
O=[N+]([O-])c1[nH]c2ncn3nnc([N+](=O)[O-])c3c2c1[N+](=O)[O-],1.8441068,7.753351,27.61494,5.2886,3.0128114,570.58124,335.42242,252.38503,3.762417709500995
O=c1[nH]c([N+](=O)[O-])nc2[nH]nc([N+](=O)[O-])c12,1.8715031,7.6105905,26.865204,4.3802586,2.598721,597.2095,-38.96246,262.29883,3.423501248156918
O=[N+]([O-])c1c([N+](=O)[O-])n([N+](=O)[O-])c2nc3nn[nH]c3nc12,1.876994,8.229081,31.617878,5.7270627,3.3966508,591.9237,492.51816,138.55733,4.058676818812737
O=c1[nH]c([N+](=O)[O-])nc2nn([N+](=O)[O-])cc12,1.8534348,7.6766934,27.237225,4.7387915,2.8086393,595.0087,32.83124,147.31076,3.816960639927938
N=c1[nH]c(=O)[nH]c2nc([N+](=O)[O-])c([N+](=O)[O-])nc12,1.8376539,7.2046165,23.861675,3.9310858,2.321046,595.0272,-60.249607,228.84598,3.7089317721457604
O=[N+]([O-])Nc1nc([N+](=O)[O-])nc2c([N+](=O)[O-])n3c([N+](=O)[O-])cc([N+](=O)[O-])c3c([N+](=O)[O-])c12,1.8910987,8.271715,31.94905,5.8317294,3.3466802,571.5966,200.10587,129.57976,3.976087017121211
O=[N+]([O-])c1nc2n[nH]c([N+](=O)[O-])c2c2c1ncn2[N+](=O)[O-],1.8622762,7.870445,28.859123,5.3844514,3.1043882,575.9745,348.22873,127.26332,3.9863124463431
O=c1[nH]c2c3c([N+](=O)[O-])nn([N+](=O)[O-])c3nnc2n1[N+](=O)[O-],1.9548334,8.431337,33.819424,5.463498,3.2601933,597.31256,279.14642,135.40689,4.027201062532259
O=c1[nH]c(=O)n([N+](=O)[O-])c2nc([N+](=O)[O-])c([N+](=O)[O-])cc12,1.9058081,7.7325544,28.031284,4.606787,2.6053267,567.17804,-226.8661,143.67412,3.3652816623902106
O=[N+]([O-])c1c2nn[nH]c2nc2c(O)c3n[nH]nc3c([N+](=O)[O-])c12,1.828751,7.15799,23.594685,4.4829493,2.4699607,553.2398,301.52487,235.4054,3.900382080666141
O=c1c([N+](=O)[O-])nn([N+](=O)[O-])c2nc3c(=O)n([N+](=O)[O-])c(=O)n(C=N[N+](=O)[O-])c3nc12,1.9258957,8.116182,31.155014,5.095808,2.926442,574.66345,23.441988,133.97287,4.433784566641798
