smiles,predict_density,predict_DetoD,predict_DetoP,predict_DetoQ,predict_DetoT,predict_DetoV,predict_HOF_S,predict_BDE,SA_calculated
Nc1c([N+](=O)[O-])nc2n(N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,1.915036,8.766884,36.007633,5.960683,3.8596241,649.10004,209.63928,137.95305,4.021863438158416
O=c1[nH]c(=NC=N[N+](=O)[O-])c2c(n1[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],1.9434704,8.591516,34.849705,5.407265,3.392091,628.61316,-3.3753636,132.84486,4.8353960053007645
O=c1[nH]c2[nH]c(=O)n([N+](=O)[O-])c2c(=NC=N[N+](=O)[O-])n1[N+](=O)[O-],1.9185612,8.134646,31.059523,4.728101,2.971254,631.98096,-89.01186,142.26546,4.663948095798551
Nc1c([N+](=O)[O-])nc2c3c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c3n([N+](=O)[O-])c(=O)n2c1=O,1.8986956,7.986315,29.879545,4.9247684,2.9354753,598.00964,25.854052,147.34818,4.406744529330206
O=[N+]([O-])Nc1c([N+](=O)[O-])nc2nc([N+](=O)[O-])nc([N+](=O)[O-])n12,1.9055955,8.6646385,35.148453,5.89146,3.6774669,623.6058,275.21555,121.55626,3.8200156648790644
O=c1c2c([N+](=O)[O-])n[nH]c2c([N+](=O)[O-])cn1O,1.8508048,7.6379414,26.873966,4.941024,2.8329577,574.5513,-64.172806,272.91995,3.454561966455941
Nc1c([N+](=O)[O-])nc([N+](=O)[O-])n2c([N+](=O)[O-])c([N+](=O)[O-])nc12,1.9086694,8.418441,33.16805,5.692749,3.4304192,602.83136,166.29099,234.32387,3.6511970413972836
O=[N+]([O-])Nc1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nc([N+](=O)[O-])n12,1.9142549,8.692236,35.49672,5.8919544,3.6806097,623.9101,283.46002,120.21074,3.8332315799984276
O=c1[nH]c2c([N+](=O)[O-])nc([N+](=O)[O-])nc2c(=NC=N[N+](=O)[O-])n1C=N[N+](=O)[O-],1.881591,7.9910307,29.729158,4.9791074,3.0201192,607.9237,134.11957,166.23944,4.64545062158574
Nn1c([N+](=O)[O-])c([N+](=O)[O-])c(=O)n([N+](=O)[O-])c1=O,1.9608189,8.818015,36.81347,5.6320615,3.5837703,636.56555,-134.4341,154.34941,3.597993887530377
Nn1nc([N+](=O)[O-])c2c1nc([N+](=O)[O-])n2[N+](=O)[O-],1.8895034,8.822041,36.27307,6.357322,4.1394353,651.44934,394.63528,133.69948,4.001353887530376
O=c1[nH]nc([N+](=O)[O-])c2c1nc(N[N+](=O)[O-])n2[N+](=O)[O-],1.88735,8.361249,32.51387,5.5258226,3.4295757,622.1536,174.47928,133.12422,3.7885047649124832
O=c1[nH]c(=O)n([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=NC=N[N+](=O)[O-])c12,1.9191304,8.260185,31.976458,5.0926814,3.103907,611.29144,-44.125454,127.65718,4.450555214275724
O=c1c([N+](=O)[O-])c(N[N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1N[N+](=O)[O-],1.9412334,8.8257885,36.717106,5.838188,3.7383854,640.94116,182.64621,129.36401,4.077997639154853
O=c1c2nc([N+](=O)[O-])[nH]c2n(O)c(=O)n1N[N+](=O)[O-],1.8877777,8.001007,29.856577,4.7237797,2.9473245,626.6074,-187.56348,148.91681,4.038794789678363
O=c1[nH]nc2ncc([N+](=O)[O-])c([N+](=O)[O-])n12,1.8645769,7.7223816,27.566723,4.765628,2.8021822,590.5769,64.86389,234.88585,3.2554830012875087
Nn1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.9318218,9.176588,39.442524,6.7975273,4.3318667,636.6786,161.15933,245.48691,3.3831446567611447
Nn1nc([N+](=O)[O-])c2c1c(=O)n(N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],1.913942,8.536555,34.150917,5.468844,3.5293071,646.51276,38.65671,129.98788,4.198768701316311
Nn1c(=O)n(N[N+](=O)[O-])c(=O)c2c1n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],1.9510099,8.569497,34.80262,5.1841516,3.343012,646.27,-146.69965,149.49014,4.287986969844759
Nc1nc2nnc([N+](=O)[O-])c([N+](=O)[O-])n2c1[N+](=O)[O-],1.874155,8.345494,32.28227,5.692517,3.5233529,619.73267,322.4866,223.38496,3.6184947896783637
O=[N+]([O-])NN=c1[nH]n([N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c12,1.8943063,8.65141,34.888103,5.781992,3.8397365,666.4373,306.24585,149.33647,4.56592405664669
Nc1nc2nc3c(nc([N+](=O)[O-])n3[N+](=O)[O-])c([N+](=O)[O-])n2c1[N+](=O)[O-],1.8991634,8.28347,32.16467,5.4828296,3.3090193,604.951,295.88873,125.27522,4.034272215197622
O=c1c2c([N+](=O)[O-])nn(N[N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],1.9475921,8.862978,37.044266,6.010754,3.7311983,620.83307,175.82358,127.89905,4.129134388358448
Nc1c([N+](=O)[O-])nc([N+](=O)[O-])n2nnc([N+](=O)[O-])c12,1.8973571,8.419859,33.06933,5.7617464,3.5520432,617.3791,323.68832,251.87001,3.5924224819860564
Nn1c([N+](=O)[O-])c([N+](=O)[O-])n2c([N+](=O)[O-])nnc12,1.9019673,8.818529,36.26017,6.271643,4.047034,645.58276,381.3248,247.79497,3.7146265552881506
O=[N+]([O-])Nn1c([N+](=O)[O-])cc2c([N+](=O)[O-])nn([N+](=O)[O-])c21,1.8700764,8.722915,35.03404,6.532084,4.0611525,621.3391,320.23056,129.43015,4.170075508544057
O=c1n2nnnc2c(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])n12,1.878493,8.293102,31.900434,5.563472,3.396555,611.3955,427.07486,127.16095,4.290443928250373
Nn1nc2c(=O)[nH]c(=O)n(O[N+](=O)[O-])c2c1[N+](=O)[O-],1.8854768,8.065386,30.159199,4.860336,3.0405219,629.522,-125.3055,140.96017,3.9339074050629783
Nn1c(=O)c2[nH]c([N+](=O)[O-])nc2n([N+](=O)[O-])c1=O,1.8984603,7.922554,29.500593,4.548486,2.854268,630.6507,-111.09626,133.42726,3.6928763097889687
O=c1c2nc([N+](=O)[O-])[nH]c2n(N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],1.9303755,8.395241,33.232822,5.119932,3.1968086,625.58,-86.97262,141.2238,4.1272229211314695
O=c1c2nc3nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c(=N[N+](=O)[O-])c3nc2n([N+](=O)[O-])c(=O)n1N[N+](=O)[O-],1.9241645,8.366505,32.92822,5.360102,3.230753,603.2496,184.01248,135.90604,4.716890241449377
O=[N+]([O-])c1nc([N+](=O)[O-])n2c([N+](=O)[O-])c3cnn([N+](=O)[O-])c3nc12,1.8953437,8.319649,32.36881,5.8775463,3.4161751,579.0939,369.1771,136.90749,3.930080400143863
O=c1[nH]c2c(c([N+](=O)[O-])nn2[N+](=O)[O-])c(=NC=N[N+](=O)[O-])n1C=N[N+](=O)[O-],1.894181,8.273892,31.818762,5.279066,3.2957172,626.51794,168.6456,159.25925,4.853831731068789
Nc1nnn2c([N+](=O)[O-])c([N+](=O)[O-])nc([N+](=O)[O-])c12,1.8800874,8.372857,32.558544,5.7803636,3.571892,618.3492,341.30563,226.81387,3.555647097370672
Nc1c([N+](=O)[O-])c(=O)nc2c([N+](=O)[O-])nn([N+](=O)[O-])n12,1.9338337,8.436165,33.547997,5.3487263,3.32716,623.3824,96.46109,154.60806,3.8185288131429163
O=c1c2nc([N+](=O)[O-])n([N+](=O)[O-])c2[nH]c2nc([N+](=O)[O-])nn12,1.9025924,8.152991,31.169497,5.150075,3.074085,597.4818,180.64612,146.52347,4.026067555361463
Nn1nc([N+](=O)[O-])n2c(=O)n(N[N+](=O)[O-])c(=O)c([N+](=O)[O-])c12,1.9167888,8.472153,33.622643,5.305489,3.412191,645.07184,-8.102918,150.63864,4.026850482692829
O=c1[nH]c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2n1N[N+](=O)[O-],1.8921751,8.219751,31.479229,5.128424,3.185112,623.5013,41.29897,140.1934,3.8089866226773594
O=c1c2c[nH]nc2n(N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],1.8635451,7.8827405,28.755306,4.804223,2.9756734,622.13696,-47.508694,142.6608,4.2096894644534535
N=c1[nH]c(=N)n([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c12,1.9104959,8.335962,32.656857,5.231013,3.3672442,646.64435,202.30017,148.73628,4.527430588290845
O=[N+]([O-])Nc1nc([N+](=O)[O-])c([N+](=O)[O-])c2nnc([N+](=O)[O-])n12,1.9230193,8.830686,36.64814,6.1793504,3.8645215,624.0609,362.36612,123.19951,3.7698734898127517
O=[N+]([O-])NN=c1c2c(N[N+](=O)[O-])n[nH]c2nc2n([N+](=O)[O-])c([N+](=O)[O-])nn12,1.9160874,8.61952,34.863007,5.694313,3.675497,648.12854,496.73074,137.10406,4.497640819583016
Nn1c(=O)n([N+](=O)[O-])c(=O)c2c1n(N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],1.9529887,8.580896,34.877644,5.195816,3.3499978,646.2407,-138.76178,147.0458,4.308486317954277
O=[N+]([O-])c1nc2c(nc([N+](=O)[O-])n3c([N+](=O)[O-])nnc23)n1[N+](=O)[O-],1.9297045,8.65957,35.3772,6.048268,3.6117582,595.50684,473.15714,132.44153,4.000998669374633
Nn1c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n2nnc([N+](=O)[O-])c12,1.9271404,8.606386,34.766953,5.874176,3.634376,618.98926,244.20068,224.88246,3.6414791090009055
Nc1nn([N+](=O)[O-])c(=N[N+](=O)[O-])o1,1.8790313,8.893013,36.46846,5.8442364,4.0722723,700.4476,99.19971,139.06993,4.3383890712757935
Nc1c2c([N+](=O)[O-])[nH]nc2nc2c1c([N+](=O)[O-])nn2N[N+](=O)[O-],1.8652053,7.9282146,29.244606,5.163358,3.182692,619.3881,358.38138,151.84027,4.089421162551998
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])nc(=O)n([N+](=O)[O-])c21,1.9347078,8.583087,34.73809,5.6181736,3.5298674,629.1127,174.5538,149.7839,4.018517866397355
Nc1nnn2c([N+](=O)[O-])nn([N+](=O)[O-])c12,1.8533261,8.6335745,34.364586,6.017897,4.064754,677.0679,449.58066,149.33765,3.9641911957269933
O=c1c2nnn([N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],1.9298965,8.805314,36.365387,5.9328756,3.7636132,635.0984,289.52286,123.9198,4.042171528337737
NN=c1n([N+](=O)[O-])c(=NN[N+](=O)[O-])c2nn([N+](=O)[O-])c([N+](=O)[O-])c2n1C=N[N+](=O)[O-],1.9041032,8.909152,36.96803,6.236088,4.139409,664.91034,519.2155,137.22095,5.016357382300022
NN=c1[nH]c([N+](=O)[O-])nc2nnc([N+](=O)[O-])nc12,1.8438265,7.8866606,28.754276,5.0473447,3.2007272,635.36176,422.6011,253.9938,4.165970528032732
N=c1n([N+](=O)[O-])nc([N+](=O)[O-])c2nc(N)c([N+](=O)[O-])n12,1.8973324,8.388899,32.926792,5.4111023,3.5000086,647.815,267.82855,162.67352,4.017655144503864
O=c1c2c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c2n(O)c(=O)n1[N+](=O)[O-],1.9259989,8.39781,33.163662,5.353579,3.2689111,611.0517,-66.27413,148.3212,4.403249003743065
O=[N+]([O-])NN=c1[nH]c([N+](=O)[O-])c([N+](=O)[O-])c2[nH]nnc12,1.8704613,8.375293,32.49065,5.692095,3.6344938,640.2955,361.75632,164.79448,4.295669641545284
O=c1c([N+](=O)[O-])c([N+](=O)[O-])nc2n([N+](=O)[O-])c(N[N+](=O)[O-])nn12,1.9636608,8.882735,37.369423,5.91937,3.6774702,620.94727,170.72067,137.73436,3.9394766960507557
O=[N+]([O-])c1nc2nn3nnc([N+](=O)[O-])c3c([N+](=O)[O-])c2o1,1.8940871,8.2952795,32.08851,5.8587337,3.315045,563.8276,352.791,237.80537,4.087195037436219
O=[N+]([O-])c1nnc2c(nc3[nH]nc(O)n32)c1[N+](=O)[O-],1.8814628,7.743917,28.023378,4.7736225,2.8026838,588.97906,224.32126,231.70238,3.7830524938203745
O=c1c([N+](=O)[O-])nc2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n1[N+](=O)[O-],1.9402255,8.838924,36.803135,6.0206366,3.727706,618.32135,195.85373,130.42877,4.177139003743063
O=[N+]([O-])c1nc2c3nnn4nnc([N+](=O)[O-])c4c3nnn2c1[N+](=O)[O-],1.8959275,8.321915,32.420986,5.9959025,3.4793549,578.2849,821.3713,246.7395,3.9448171224642676
O=[N+]([O-])Nc1nc([N+](=O)[O-])c2nnnc-2n1[N+](=O)[O-],1.9169253,8.879042,36.99724,6.3092523,4.0333986,639.0629,516.1014,124.372574,3.948439893750761
Nc1c([N+](=O)[O-])n2nnc([N+](=O)[O-])c2n(N[N+](=O)[O-])c1=O,1.902755,8.497092,33.715153,5.622292,3.6002429,642.871,210.12201,141.1645,3.9408511728797215
O=[N+]([O-])Nc1nc2nc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n2n1,1.9260806,8.806249,36.466866,6.087601,3.7978601,622.8443,340.1486,136.87473,3.64390452429551
Nc1nn2c(nnn2[N+](=O)[O-])c1[N+](=O)[O-],1.9035319,8.745866,35.711308,5.9744306,3.9994676,672.0851,448.30637,150.26431,4.021060811111608
Nn1nc([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c21,1.9027497,8.868255,36.775517,6.34728,4.135253,651.3396,407.1434,141.73174,4.042954214862619
O=c1[nH]c(N[N+](=O)[O-])nc2nc(N[N+](=O)[O-])nn12,1.8913184,8.056014,30.326029,4.530298,3.0128999,668.74805,106.68161,147.48184,3.7198757085664838
O=[N+]([O-])NN=c1n([N+](=O)[O-])c([N+](=O)[O-])nc2c([N+](=O)[O-])nc([N+](=O)[O-])n12,1.951675,9.102351,39.02213,6.327482,4.026254,635.6515,366.36575,125.66048,4.311600077698955
Nc1nc2c([N+](=O)[O-])c([N+](=O)[O-])n3nnc([N+](=O)[O-])c3n2n1,1.8610082,8.168712,30.797789,5.5458374,3.3962207,613.3602,459.88486,235.21658,3.6267350912154397
Nn1c([N+](=O)[O-])nc2nc([N+](=O)[O-])c([N+](=O)[O-])n21,1.897571,8.698864,35.29552,6.013971,3.8756964,645.00073,316.27112,249.39082,3.893831137939541
Nn1c(=O)n([N+](=O)[O-])c2nc(=O)n([N+](=O)[O-])nc21,1.940335,8.438063,33.783875,5.079401,3.2672756,644.9756,61.918827,140.09071,4.126914934993552
Nc1nnc2[nH]c([N+](=O)[O-])c([N+](=O)[O-])n12,1.8471282,8.024343,29.641127,5.033258,3.2941399,657.4166,227.58423,269.07507,3.7723700418808406
Nc1c([N+](=O)[O-])nnc2c([N+](=O)[O-])n([N+](=O)[O-])c(=O)n12,1.9443971,8.5363865,34.572155,5.475162,3.411607,623.06433,147.4874,147.89348,3.8144415350364085
O=c1[nH]nc([N+](=O)[O-])c2c1nnn2[N+](=O)[O-],1.8815039,8.330217,32.22297,5.6022778,3.441055,615.4634,267.29767,118.21927,3.6594203894807116
O=[N+]([O-])c1nn2c([N+](=O)[O-])nc3c(nc([N+](=O)[O-])n3[N+](=O)[O-])c2c1[N+](=O)[O-],1.9505686,8.770718,36.484898,6.198406,3.6460624,585.2824,389.69925,135.81218,3.975329862163047
Nn1nc([N+](=O)[O-])c2c(=O)n(N[N+](=O)[O-])c(=O)[nH]c21,1.8726076,7.913922,29.042751,4.585842,2.9715729,651.98206,-79.154144,153.94585,3.944538481986056
Nn1nc([N+](=O)[O-])c2c1nc([N+](=O)[O-])c(=O)n2[N+](=O)[O-],1.9156302,8.592857,34.725544,5.814934,3.6406665,625.6438,219.61661,127.821884,3.9470717125512005
O=[N+]([O-])c1c(N=[N+]([O-])NO)nnn2c([N+](=O)[O-])nnc12,1.892211,8.873055,36.673035,6.40585,4.1839747,653.2798,570.4053,156.17892,4.137992718468361
O=c1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2n1N[N+](=O)[O-],1.9193405,8.504687,33.983505,5.6502633,3.4067342,602.1768,149.35199,132.95384,3.978232803990018
O=[N+]([O-])c1nc2c([N+](=O)[O-])nnc([N+](=O)[O-])n2c1[N+](=O)[O-],1.9309174,8.88138,37.075832,6.469057,3.8655384,594.4031,381.733,221.9166,3.707540963089512
O=c1n(N[N+](=O)[O-])c2c(=N[N+](=O)[O-])[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],1.9529121,8.812392,36.735718,5.677112,3.6302185,640.973,134.21762,138.07056,4.452083353440568
Nn1c(=O)n([N+](=O)[O-])c2c1n([N+](=O)[O-])c(=O)c(=O)n2N[N+](=O)[O-],1.9576349,8.630218,35.347965,5.2769713,3.4071438,647.0216,-107.70216,144.83171,4.3267045708877845
Nc1nn([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c12,1.9079453,8.763592,35.918808,6.026111,3.9078543,648.95776,319.9746,141.2854,4.0978439038969885
Nc1nc2c([N+](=O)[O-])nc([N+](=O)[O-])nn2c1[N+](=O)[O-],1.8927475,8.332554,32.406292,5.538207,3.421969,619.25665,277.00888,250.89264,3.6266750973706703
O=c1c([N+](=O)[O-])c([N+](=O)[O-])nc2nc[nH]n12,1.8228325,7.578079,26.193226,4.7387657,2.77821,588.5087,50.37409,230.73724,3.374910908264253
O=[N+]([O-])c1cn2c([N+](=O)[O-])[n+]([O-])oc2n1,1.8643738,8.518889,33.609882,6.2735834,3.7508328,595.7597,150.41772,169.83342,4.252447349573147
O=c1n(C=N[N+](=O)[O-])nc2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,1.9330775,8.64008,35.065346,5.9525523,3.5186057,589.73157,118.88397,196.87978,4.047585082717142
Nc1nc([N+](=O)[O-])c([N+](=O)[O-])n1[N+](=O)[O-],1.8861982,8.887129,36.634727,6.1096325,4.080788,668.66876,121.913055,156.1725,3.640916114755335
O=c1n([N+](=O)[O-])c(=N[N+](=O)[O-])c2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])n1[N+](=O)[O-],1.9544684,8.98562,38.146355,6.207054,3.8640761,621.5405,280.0386,119.72844,4.712393424536215
Nc1nc([N+](=O)[O-])n([N+](=O)[O-])c2nc([N+](=O)[O-])cc1-2,1.8088918,7.777333,27.547619,5.247149,3.1733003,606.8445,158.91263,122.341446,3.688838789678364
O=c1n([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2n1[N+](=O)[O-],1.9571592,8.932724,37.741123,6.035976,3.75705,622.51245,229.75415,116.41148,4.728912075748015
O=[N+]([O-])Nc1nnc2c([N+](=O)[O-])c([N+](=O)[O-])nc([N+](=O)[O-])n12,1.9162251,8.822828,36.512283,6.222647,3.8876164,623.2623,377.92404,120.51822,3.697639537558109
O=[N+]([O-])N=Cc1c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=NN[N+](=O)[O-])c2nn1[N+](=O)[O-],1.9075401,8.861879,36.600998,6.3955045,4.0264816,629.5122,488.4846,127.53313,4.776642679797798
O=c1c2nc(N[N+](=O)[O-])[nH]c2nc([N+](=O)[O-])n1[N+](=O)[O-],1.9127967,8.301435,32.41124,5.1551185,3.2010431,622.1524,57.42864,144.29756,3.785163400616401
Nn1c(=O)[nH]c2c([N+](=O)[O-])nc([N+](=O)[O-])nc2c1=NN[N+](=O)[O-],1.9043196,8.116407,30.890038,4.945173,3.1355274,636.4327,126.12912,162.59543,4.109634350527427
O=c1[nH]c(=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2[nH]1,1.9082283,8.297916,32.1617,5.032872,3.2317293,646.513,59.45702,136.83035,4.254768070981619
Nn1nnn2c(=O)c3nn([N+](=O)[O-])c([N+](=O)[O-])c3c([N+](=O)[O-])c12,1.8978966,8.379255,32.75804,5.7197466,3.4879756,610.73,376.95816,151.22049,4.135136242078499
Nc1c(N)c([N+](=O)[O-])n2c(N[N+](=O)[O-])nn2c1[N+](=O)[O-],1.8851568,8.363874,32.66437,5.4456387,3.6563237,673.64844,231.3465,143.56064,4.048457511367769
O=[N+]([O-])N=CN=c1c([N+](=O)[O-])nc2c([N+](=O)[O-])c(N[N+](=O)[O-])c([N+](=O)[O-])nc2n1[N+](=O)[O-],1.9133703,8.690147,35.393627,6.1205406,3.7346897,608.84717,354.29068,123.003876,4.514489764373959
Nn1c([N+](=O)[O-])nc2[nH]c([N+](=O)[O-])c([N+](=O)[O-])c2c1=NO,1.8759587,8.172593,30.983467,5.408213,3.3702965,625.8787,153.37039,254.58195,3.9819012428097915
Nc1c([N+](=O)[O-])c(O)c([N+](=O)[O-])c2nc([N+](=O)[O-])nn12,1.9062406,8.053196,30.320557,4.9955254,3.0177379,606.1603,-28.647993,266.53522,3.4610397598884797
Nc1c2c(nc([N+](=O)[O-])n3c([N+](=O)[O-])c([N+](=O)[O-])nc23)nn1[N+](=O)[O-],1.8981296,8.283634,32.075047,5.5612044,3.345036,601.97406,310.08386,180.77454,4.007484103309509
Nn1c([N+](=O)[O-])nn2c(=O)c3c([N+](=O)[O-])nn([N+](=O)[O-])c3nc12,1.9122975,8.330371,32.60768,5.3949213,3.31894,616.69916,269.22278,137.99902,3.9643405295942626
O=c1nc2nc([N+](=O)[O-])nc([N+](=O)[O-])c2c(NO[N+](=O)[O-])n1[N+](=O)[O-],1.9376667,8.569783,34.565556,5.6252127,3.3858762,602.3762,47.025883,146.44827,4.124173613799021
N=c1c2nc([N+](=O)[O-])[nH]c2[nH]c(=N[N+](=O)[O-])n1[N+](=O)[O-],1.9031651,8.3181715,32.399715,5.2193666,3.3637803,646.93994,212.58148,146.54376,4.469372399165022
O=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])nc2n1nc([N+](=O)[O-])c1nc([N+](=O)[O-])nn12,1.8946398,8.186247,31.260496,5.449082,3.1817336,583.3706,326.3803,185.81932,4.166694929278046
O=c1c([N+](=O)[O-])c(N[N+](=O)[O-])n([N+](=O)[O-])c2nc(N[N+](=O)[O-])nn12,1.950716,8.842883,36.91794,5.784149,3.7037723,640.9425,177.85696,129.92227,4.037637199594413
O=c1[nH]c(=O)c2nc([N+](=O)[O-])n([N+](=O)[O-])c2[nH]1,1.8848033,7.6212287,27.01213,4.155642,2.4887602,602.8929,-219.56364,150.83084,3.545331197225172
Nc1c([N+](=O)[O-])c2c([N+](=O)[O-])nn([N+](=O)[O-])c2n2nnnc12,1.9108723,8.418342,33.2766,5.8277545,3.5828464,614.64056,539.46814,153.81065,3.842174204644385
Nn1nc([N+](=O)[O-])n2c(=O)n([N+](=O)[O-])c(=O)nc12,1.9333643,8.335662,32.804096,4.8263097,3.1270454,650.2442,-19.63342,156.89328,4.053662889167038
Nc1nc([N+](=O)[O-])c2c3nc([N+](=O)[O-])n([N+](=O)[O-])c(=N[N+](=O)[O-])c3nc([N+](=O)[O-])n12,1.9194193,8.465368,33.76864,5.6662784,3.4421017,607.7117,336.7355,129.06876,4.298702465065358
NC1=CN(N[N+](=O)[O-])C([N+](=O)[O-])=C(N[N+](=O)[O-])N1[N+](=O)[O-],1.8883287,8.927122,36.909634,6.2360053,4.2967186,691.85645,193.91663,130.47774,4.592648748637297
O=[N+]([O-])c1nnc2n[nH]c([N+](=O)[O-])c2n1,1.873915,8.257326,31.747461,5.735572,3.4790924,606.5719,428.76572,257.21582,3.77088884113037
O=[N+]([O-])c1[nH]c2nonc2c1[N+](=O)[O-],1.8815957,8.488785,33.42965,6.2960806,3.7279775,591.45825,283.70987,265.22107,3.680322286096997
O=[N+]([O-])c1nnn2c([N+](=O)[O-])nc3c(nc([N+](=O)[O-])n3[N+](=O)[O-])c12,1.9320369,8.685873,35.616455,6.1433153,3.6574419,592.54614,489.10654,128.8805,3.9804847270669406
O=[N+]([O-])Nc1nc([N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1,1.9002129,8.616608,34.79138,5.7165475,3.663664,641.2285,361.05368,132.176,3.741024509135377
Nc1nnc2nc([N+](=O)[O-])n([N+](=O)[O-])c(=O)n12,1.8846898,8.168873,31.136028,4.9068236,3.1772199,648.9344,159.2865,133.88481,3.716943504917479
O=c1n(C=N[N+](=O)[O-])c(=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1[N+](=O)[O-],1.9535445,8.923557,37.57352,6.0106354,3.7545161,623.96674,213.33258,128.87962,4.667321348666878
O=[N+]([O-])c1oc(O)c([N+](=O)[O-])c1[N+](=O)[O-],1.9217447,8.647718,34.83764,5.8622975,3.450549,586.70886,-283.61594,246.17026,3.392519758480031
N=c1[nH]c(=O)n([N+](=O)[O-])n2c(N[N+](=O)[O-])nc([N+](=O)[O-])c12,1.9076755,8.313133,32.392906,5.07215,3.2699034,647.1974,57.825993,148.98572,4.316107116935665
O=c1n(C=N[N+](=O)[O-])c2c(C=N[N+](=O)[O-])c3c([N+](=O)[O-])nn([N+](=O)[O-])c3nc2n1[N+](=O)[O-],1.8991737,8.311078,32.276714,5.6114864,3.3269362,593.2233,266.20587,144.08727,4.79932681026924
O=[N+]([O-])c1ncc2c(O)c([N+](=O)[O-])[nH]c2n1,1.8143842,7.149956,23.36823,4.2701774,2.4173756,568.55945,-98.66043,269.70035,3.647293734740103
O=c1n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=N[N+](=O)[O-])c2n1[N+](=O)[O-],1.9463892,8.857672,36.981316,5.965236,3.7068787,621.22345,195.54807,120.57938,4.650753382386583
Nc1c([N+](=O)[O-])nc2onc([N+](=O)[O-])c2c1[N+](=O)[O-],1.8781093,8.172108,31.0002,5.726677,3.313168,578.14514,131.00882,235.36514,3.4429338666014404
O=[N+]([O-])c1c([N+](=O)[O-])c([N+](=O)[O-])c2c(nnn2[N+](=O)[O-])c1[N+](=O)[O-],1.9628737,9.050768,38.796825,6.7488437,3.9851289,584.9457,345.13156,114.26964,3.6152739950570147
O=[N+]([O-])Nc1nc2c([N+](=O)[O-])nc([N+](=O)[O-])c(N[N+](=O)[O-])n2n1,1.9222213,8.796737,36.404392,5.9875326,3.8352413,640.27545,369.87387,132.3586,3.7883468347645026
Nc1c([N+](=O)[O-])n(N[N+](=O)[O-])c(=O)[nH]c1=NN[N+](=O)[O-],1.8973432,8.508171,33.681904,5.233308,3.5981622,691.5886,-3.1456273,148.10863,4.316782659296764
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])c(O)[nH]c21,1.8669182,7.856113,28.58215,4.831303,3.0559368,635.5573,1.4758478,270.8825,3.8488957280955844
O=[N+]([O-])N=CN1C([N+](=O)[O-])=C(O[N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C1[N+](=O)[O-],1.9059172,8.826165,36.398483,6.493092,3.9707234,609.4205,479.91806,117.88556,4.84163055588686
O=[N+]([O-])c1nnn([N+](=O)[O-])c1O,1.9062189,9.057369,38.14419,6.190636,4.1336226,668.5106,77.19968,144.3448,3.7903772934177633
Nc1nc2n([N+](=O)[O-])c3nc([N+](=O)[O-])n([N+](=O)[O-])c(=NC=N[N+](=O)[O-])c3c(=O)n2n1,1.8694506,8.118504,30.584692,5.15675,3.205703,624.215,272.73807,123.75481,4.566117878892038
